품목명,분쟁유형명,answer
여성용내의류,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
원피스,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
이불·요,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
점퍼·재킷류,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
카펫,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
캐주얼바지,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
코트,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
타올,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
합성피혁의류,2) 원단불량(제직불량  세탁 후 변색  탈색  수축 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
,2) 유통과정에서 제품에 하자가 발생한 경우,제품교환 또는 구입가 환급 입니다.
,2) 이용대금을 초과하여 인출된 경우,초과인출금액 재충전 또는 환급 입니다.
교통카드,2) 이용대금을 초과하여 인출된 경우,초과인출금액 재충전 또는 환급 입니다.
,2) 이용예정일 경과 후 공사 완공으로 인한 이용지연,이용 예정일로부터 실 이용가능일까지의 지연일수에 해당하는 지연보상금을 배상받을 수 있습니다. 지연보상금은 (계약금+중도금)×지체이율×(이용지체일수÷365) 입니다. 
,2) 임대된 모뎀 등 장비의 불량으로 2회 이상 수리하였으나 하자(3회째)가 재발할 경우,임대된 장비 교환이 가능합니다.
초고속인터넷,2) 임대된 모뎀 등 장비의 불량으로 2회 이상 수리하였으나 하자(3회째)가 재발할 경우,임대된 장비 교환이 가능합니다.
,2) 입소 후 계약해제,"사업자의 귀책사유로 인한 경우 총 이용금액에서 이용기간에 해당하는 요금을 공제한 잔액을 환급하고, 총 이용 금액의 10% 배상 이며, 소비자의 귀책사유로 인한 경우 총 이용금액에서 (이용기간에 해당하는 요금 + 총 이용금액의 10%)를 공제한 잔액을 환급 입니다.  (총이용금액이란 이용자가 사업자에게 계약시 정한 실거래금액을 말하며, 계약금·부대시설 이용료 등의 금액을 모두 포함한다. 다만, 보증금은 포함되지 않는다.)"
산후조리원,2) 입소 후 계약해제,"사업자의 귀책사유로 인한 경우 총 이용금액에서 이용기간에 해당하는 요금을 공제한 잔액을 환급하고, 총 이용 금액의 10% 배상 이며, 소비자의 귀책사유로 인한 경우 총 이용금액에서 (이용기간에 해당하는 요금 + 총 이용금액의 10%)를 공제한 잔액을 환급 입니다.  (총이용금액이란 이용자가 사업자에게 계약시 정한 실거래금액을 말하며, 계약금·부대시설 이용료 등의 금액을 모두 포함한다. 다만, 보증금은 포함되지 않는다.)"
,2) 입주지정(예정)일정 경과한 공사완료로 인한 입주 지연 시,지체상금 지급 또는 주택잔금에서 해당액 공제합니다.  지체상금액=(계약금+중도금)×연체이율×입주지연일수/365
아파트,2) 입주지정(예정)일정 경과한 공사완료로 인한 입주 지연 시,지체상금 지급 또는 주택잔금에서 해당액 공제합니다.  지체상금액=(계약금+중도금)×연체이율×입주지연일수/365
,2) 접착불량,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다.(단, 소비자과실 및 부주의로 인한 하자이거나 장기착화제품의 경우 보상 제외이며,품질보증기간 이내 제품은 구입가 기준, 품질보증기간 경과 제품은 감가함(세탁업배상비율 참조) "
숙녀화(구두·부츠 등),2) 접착불량,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다.(단, 소비자과실 및 부주의로 인한 하자이거나 장기착화제품의 경우 보상 제외이며,품질보증기간 이내 제품은 구입가 기준, 품질보증기간 경과 제품은 감가함(세탁업배상비율 참조) "
신사화(구두·부츠 등),2) 접착불량,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다.(단, 소비자과실 및 부주의로 인한 하자이거나 장기착화제품의 경우 보상 제외이며,품질보증기간 이내 제품은 구입가 기준, 품질보증기간 경과 제품은 감가함(세탁업배상비율 참조) "
운동화,2) 접착불량,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다.(단, 소비자과실 및 부주의로 인한 하자이거나 장기착화제품의 경우 보상 제외이며,품질보증기간 이내 제품은 구입가 기준, 품질보증기간 경과 제품은 감가함(세탁업배상비율 참조) "
,2) 정비의뢰 후 사업자의 보관상 과실로 인하여 벌과금 등이 소비자에게 부과된 경우,해당비용 보상합니다.
,2) 정상적인 사용상태에서 발생한 성능 기능상의 중요한 하자에 대하여 구입 후 1년 이내에 문제 제기,"하자발생 시 제품교환, 교환불가능 시 구입가 환급입니다. "
소프트웨어,2) 정상적인 사용상태에서 발생한 성능 기능상의 중요한 하자에 대하여 구입 후 1년 이내에 문제 제기,"하자발생 시 제품교환, 교환불가능 시 구입가 환급입니다. "
,2) 정상적인 사용상태에서 발생한 성능/기능상의 하자로 중요한 수리를 요하는 사항을 구입 후 1개월 이내에 문제 제기,제품 교환 또는 무상수리 입니다.
스마트폰,2) 정상적인 사용상태에서 발생한 성능/기능상의 하자로 중요한 수리를 요하는 사항을 구입 후 1개월 이내에 문제 제기,제품 교환 또는 무상수리 입니다.
,2) 제품하자로 인한 피해(손해배상),손해배상 입니다.
,2) 조립 불량,"부착물의 이탈, 끈, 고리 등의 절단 시 무상수리 또는 제품교환 입니다."
,2) 차내의 소지품을 관리자에게 보관한 경우,손해배상이 가능합니다. (관리자가 선량한 관리자의 주의의무를 태만히 하지 아니하였음을 증명한 경우를 제외)
,2) 촬영 의뢰한 사진 및 비디오의 멸실 또는 상태불량,계약금 환급 및 손해배상 입니다.
사진촬영,2) 촬영 의뢰한 사진 및 비디오의 멸실 또는 상태불량,계약금 환급 및 손해배상 입니다.
현상·인화,2) 촬영 의뢰한 사진 및 비디오의 멸실 또는 상태불량,계약금 환급 및 손해배상 입니다.
,2) 치수 상이,무상수리 또는 제품교환 입니다.
보석·귀금속,2) 치수 상이,무상수리 또는 제품교환 입니다.
,2) 통신설비의 가설로 인한 소비자의 재산피해,설비이전 또는 피해발생액배상 입니다.
,2) 특정상품에 대하여 상품권 상환을 거부하거나 할인매장 또는 할인기간 중이라는 이유 등으로 상품권 상환을 거부하는 경우,당해상품 제공의무 이행 또는 상환을 제시한 상품권의 권면금액 전액 현금 환급 입니다.
각종쿠폰류(무료통화권포함),2) 특정상품에 대하여 상품권 상환을 거부하거나 할인매장 또는 할인기간 중이라는 이유 등으로 상품권 상환을 거부하는 경우,당해상품 제공의무 이행 또는 상환을 제시한 상품권의 권면금액 전액 현금 환급 입니다.
상품권,2) 특정상품에 대하여 상품권 상환을 거부하거나 할인매장 또는 할인기간 중이라는 이유 등으로 상품권 상환을 거부하는 경우,당해상품 제공의무 이행 또는 상환을 제시한 상품권의 권면금액 전액 현금 환급 입니다.
,2) 파종 후 종자불량에 의한 발아불량 및 타품종 혼입,"재파종 가능 시 대파종자 교환 및 직접경비 배상, 재파종 불가능 시 타품종으로 재파종이 가능한 경우에는 예상수익과 실수익과의 차액 배상이며, 타품종으로 재파종이 불가능한 경우에는 예상수익액 배상입니다.   (발아불량은 종자포장에 표시된 발아율이하로서 정상 발아기간 경과 후 15일 이내에 이의를 제기한 경우에 한함. 직접경비는 인건비, 자재비 등이며, 예상수익은 당초 재배품목의 최근 3년간 평균수확량에 해당연도 농가 수취가격을 곱한 금액으로 산출하며, 실제 생육상태와 광고내용이 다른 경우를 포함함.)"
,2) 판매업자가 품질보증에 관한 사항을 명시적으로 소비자에게 고지하지 않은 경우,"보증기간을 소비자에게 명시적으로 고지하지 않은 경우의 보증기간은 6개월로 합니다.  보증기간(비고란에 정한 기간을 말함) 이내에 정상적인 사용상태에서 성능.기능상의 하자가 발생한 경우, 무상수리 또는 수리비 보상(단, 수리가 불가능한 경우에는 구입가 환급) 입니다.   보증기간(비고란에 정한 기간을 말함) 이내에 제품 주요기능과 관련한 동일하자로 총 2회까지 수리하였으나 하자가 재발하는 경우(3회째) 또는 여러 부위의 고장으로 총 3회까지 수리하였으나 하자가 재발(4회째)하는 경우 구입가 환급입니다."
,2) 품질  성능  기능 불량,제품교환 또는 구입가 환급입니다.
,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
보청기,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
안경·안경테,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
안마의자,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
자기매트리스,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
전기맛사지기,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
체온계,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
콘택트렌즈·용품,2) 품질보증기간 이내에 정상적인 사용 상태에서 발생한 성능/기능상의 하자,하자 발생 시 무상 수리 입니다.   수리하였으나 고장이 재발(2회째)한 경우 또는 수리가 불가능 시 제품교환 또는 구입가 환급 입니다.   교환 불가능 시 또는 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급 입니다. 
,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 성능/기능상의 하자,"하자발생 시 무상수리이며,  수리불가능 시 제품교환 또는 구입가 환급, 교환불가능 시 구입가 환급 , 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급입니다.  (품질보증기간 이내에 동일하자에 대해 2회까지 수리하였으나 하자가 재발하는 경우 또는 여러 부위 하자에 대해 4회까지 수리하였으나 하자가 재발하는 경우는 수리 불가능한 것으로 보며, 제조사가 리퍼부품을 활용하여 수리한 경우, 수리한 날로부터 1년 이내에 소비자가 정상적으로 사용하는 과정에서 그 수리한 부분에 고장이 재발하면 무상으로 수리합니다. *리퍼부품 : 기존제품에서 회수된 부품으로서 일정한 가공과정 등을 거침으로써 성능과 품질이 新부품과 동등한 상태로 개선된 부품)"
텐트,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 성능/기능상의 하자,"하자발생 시 무상수리이며,  수리불가능 시 제품교환 또는 구입가 환급, 교환불가능 시 구입가 환급 , 교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급입니다.  (품질보증기간 이내에 동일하자에 대해 2회까지 수리하였으나 하자가 재발하는 경우 또는 여러 부위 하자에 대해 4회까지 수리하였으나 하자가 재발하는 경우는 수리 불가능한 것으로 보며, 제조사가 리퍼부품을 활용하여 수리한 경우, 수리한 날로부터 1년 이내에 소비자가 정상적으로 사용하는 과정에서 그 수리한 부분에 고장이 재발하면 무상으로 수리합니다. *리퍼부품 : 기존제품에서 회수된 부품으로서 일정한 가공과정 등을 거침으로써 성능과 품질이 新부품과 동등한 상태로 개선된 부품)"
,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 성능/기능상의 하자로 인한 피해,"하자발생 시 무상수리, 수리불가능 시 제품교환 또는구입가 환급, 교환불가능 시 구입가 환급,  교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급입니다.(단, 품질보증기간 이내에 동일하자에 대해 2회까지 수리하였으나 하자가 재발하는 경우 또는 여러 부위 하자에 대해 4회까지 수리하였으나 하자가 재발하는 경우는 수리 불가능한 것으로 봄)"
일반자전거,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 성능/기능상의 하자로 인한 피해,"하자발생 시 무상수리, 수리불가능 시 제품교환 또는구입가 환급, 교환불가능 시 구입가 환급,  교환된 제품이 1개월 이내에 중요한 수리를 요할 때 구입가 환급입니다.(단, 품질보증기간 이내에 동일하자에 대해 2회까지 수리하였으나 하자가 재발하는 경우 또는 여러 부위 하자에 대해 4회까지 수리하였으나 하자가 재발하는 경우는 수리 불가능한 것으로 봄)"
,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
그릇세트,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
냄비,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
밥통,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
쌀통,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
압력솥,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
유리·크리스탈그릇,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
주전자,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
프라이팬,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질/성능/기능상의 하자로 인한 피해,"하자 발생 시 무상수리, 수리하였으나 하자가 재발(2회째)시 제품 교환,  수리 불가능 시 제품교환,  교환 불가능 시 또는 교환받았으나 동종의 하자가 발생한 경우에는 구입가 환급입니다."
,2) 품질보증기간 이내에 정상적인 사용상태에서 발생한 품질상 하자,"무상수리입니다. (단, 품질증기간 1개월)"
,2) 하자로 인한 피해 발생,제품교환 및 손해배상입니다.
,2) 함량  크기부적합,제품교환 또는 구입가 환급 입니다. 
,2) 함량부적합,제품교환 또는 구입가 환급 입니다. 
헤어크림,2) 함량부적합,제품교환 또는 구입가 환급 입니다. 
,2) 허위  과장광고에 의한 이용계약,계약해제 및 이용료 전액환급 가능합니다.  이용료는 소비자가 지급한 모든 비용을 포함합니다.(예 : 교재비 등 별도의 부대비용)
인터넷교육서비스,2) 허위  과장광고에 의한 이용계약,계약해제 및 이용료 전액환급 가능합니다.  이용료는 소비자가 지급한 모든 비용을 포함합니다.(예 : 교재비 등 별도의 부대비용)
인터넷정보이용서비스,2) 허위  과장광고에 의한 이용계약,계약해제 및 이용료 전액환급 가능합니다.  이용료는 소비자가 지급한 모든 비용을 포함합니다.(예 : 교재비 등 별도의 부대비용)
투자자문(컨설팅),2) 허위  과장광고에 의한 이용계약,계약해제 및 이용료 전액환급 가능합니다.  이용료는 소비자가 지급한 모든 비용을 포함합니다.(예 : 교재비 등 별도의 부대비용)
,2) 훼손된 때,"수선이 가능한 경우 무상수리 또는 수리비 보상이며, 수선이 불가능한 경우 멸실된 때의 보상기준이 적용됩니다.   운송 중 전부 또는 일부 멸실된 때, 운임 환급 및 운송장에 기재된 운송물의 가액을 기준으로 산정한 손해액을 지급합니다.  소비자가 운송장에 운송물의 가액을 기재하지 아니한 경우, 전부 멸실된 때에 인도 예정일의 인도 예정장소에서의 운송물 가액을 기준으로 산정한 손해액을 지급하며, 일부 멸실된 때는 인도일의 인도 장소에서의 운송물 가액을 기준으로 산정한 손해액을 지급합니다.  소비자가 운송장에 운송물의 가액을 기재하지 않은 경우에는 사업자의 손해배상한도액은 50만원으로 하되, 운송물의 가액에 따라 할증요금을 지급하는 경우의 손해배상한도액은 각 운송가액 구간별 운송물의 최고가액으로 합니다."
택배화물운송서비스,2) 훼손된 때,"수선이 가능한 경우 무상수리 또는 수리비 보상이며, 수선이 불가능한 경우 멸실된 때의 보상기준이 적용됩니다.   운송 중 전부 또는 일부 멸실된 때, 운임 환급 및 운송장에 기재된 운송물의 가액을 기준으로 산정한 손해액을 지급합니다.  소비자가 운송장에 운송물의 가액을 기재하지 아니한 경우, 전부 멸실된 때에 인도 예정일의 인도 예정장소에서의 운송물 가액을 기준으로 산정한 손해액을 지급하며, 일부 멸실된 때는 인도일의 인도 장소에서의 운송물 가액을 기준으로 산정한 손해액을 지급합니다.  소비자가 운송장에 운송물의 가액을 기재하지 않은 경우에는 사업자의 손해배상한도액은 50만원으로 하되, 운송물의 가액에 따라 할증요금을 지급하는 경우의 손해배상한도액은 각 운송가액 구간별 운송물의 최고가액으로 합니다."
,3) 1)  2)의 경우에 소비자가 잔여기간 동안 나머지 서비스를 계속적으로 유지하기를 원하는 경우 ,"잔여 결합상품의 할인율을 잔여 계약 기간 동안 계속 제공받을 수 있습니다. 단, 나머지 결합상품이 하나의 서비스만 남게 된 경우는 제외합니다. "
IPTV,3) 1)  2)의 경우에 소비자가 잔여기간 동안 나머지 서비스를 계속적으로 유지하기를 원하는 경우 ,"잔여 결합상품의 할인율을 잔여 계약 기간 동안 계속 제공받을 수 있습니다. 단, 나머지 결합상품이 하나의 서비스만 남게 된 경우는 제외합니다. "
,3) 1시간 이상의 서비스 장애가 월별 5회 이상 발생한 경우 또는 1개월 동안의 서비스 중지/장애발생 누적시간이 72시간을 초과할 경우 ,"위약금(가입 시 면제한 설치비 및 할인혜택 포함) 없이 계약 해지 가능합니다.  이 경우 수신장애 발생시점은 수신자가 사업자에 신고하는 때를 기준으로 하되, 수신자에게 유리한 다른 증거가 있는 경우에는 이를 기준으로 합니다. 단, 서비스가 불가항력(천재지변 등)이나 업체의 사전고지(회선공사 등), 소비자의 고의.과실로 인하여 중지되거나 장애가 발생한 경우에는 서비스 중지.장애 시간계산에서 제외합니다."
,3) 1시간 이상의 서비스장애가 월 3회 이상 발생한 경우 또는 1개월 동안의 서비스 장애 누적시간이 48시간 이상 발생한 경우,"위약금(가입 시 면제한 설치비 및 할인혜택 포함) 없이 계약 해지가 가능합니다.   누적시간의 기산시점은 서비스 중지.장애 발생일 부터이며, 서비스 중지.장애 시간은 소비자가 사업자에게 통지한 때와  사업자가 서비스를 이용하지 못하는 상황을 안 시간 중 빠른 시간을 기준으로 하되, 서비스가 불가항력(천재지변 등)이나 업체의 사전고지(회선공사 등), 소비자의 고의 또는 과실로 인하여 중지되거나 장애가 발생한 경우에는 서비스 중지.장애시간 계산에서 제외합니다."
무선인터넷,3) 1시간 이상의 서비스장애가 월 3회 이상 발생한 경우 또는 1개월 동안의 서비스 장애 누적시간이 48시간 이상 발생한 경우,"위약금(가입 시 면제한 설치비 및 할인혜택 포함) 없이 계약 해지가 가능합니다.   누적시간의 기산시점은 서비스 중지.장애 발생일 부터이며, 서비스 중지.장애 시간은 소비자가 사업자에게 통지한 때와  사업자가 서비스를 이용하지 못하는 상황을 안 시간 중 빠른 시간을 기준으로 하되, 서비스가 불가항력(천재지변 등)이나 업체의 사전고지(회선공사 등), 소비자의 고의 또는 과실로 인하여 중지되거나 장애가 발생한 경우에는 서비스 중지.장애시간 계산에서 제외합니다."
초고속인터넷,3) 1시간 이상의 서비스장애가 월 3회 이상 발생한 경우 또는 1개월 동안의 서비스 장애 누적시간이 48시간 이상 발생한 경우,"위약금(가입 시 면제한 설치비 및 할인혜택 포함) 없이 계약 해지가 가능합니다.   누적시간의 기산시점은 서비스 중지.장애 발생일 부터이며, 서비스 중지.장애 시간은 소비자가 사업자에게 통지한 때와  사업자가 서비스를 이용하지 못하는 상황을 안 시간 중 빠른 시간을 기준으로 하되, 서비스가 불가항력(천재지변 등)이나 업체의 사전고지(회선공사 등), 소비자의 고의 또는 과실로 인하여 중지되거나 장애가 발생한 경우에는 서비스 중지.장애시간 계산에서 제외합니다."
,3) 가스요금 이중청구 또는 소비자의 잘못으로 인한 이중납부,환급 또는 차액차감정산 합니다.
,3) 감염사고 또는 부주의로 산모 또는 신생아의 신체상 피해가 발생한 경우,"사업자는 산모 또는 신생아의 손해(치료비, 경비 등)를 배상(산모 또는 신생아의 보호자는 해당 피해에 대한 입증자료를 제시) 입니다. (단,  사업자가 자기 또는 사용인에게 과실이 없음을 입증하는 경우는 제외함.)"
산후조리원,3) 감염사고 또는 부주의로 산모 또는 신생아의 신체상 피해가 발생한 경우,"사업자는 산모 또는 신생아의 손해(치료비, 경비 등)를 배상(산모 또는 신생아의 보호자는 해당 피해에 대한 입증자료를 제시) 입니다. (단,  사업자가 자기 또는 사용인에게 과실이 없음을 입증하는 경우는 제외함.)"
,3) 경비시스템 수리 후 1개월내 하자발생,교체 또는 계약해지가 가능합니다.
,3) 계약서 미교부 시,"계약해제 입니다. (단, 구입 후 7일 이내)   (판매업자는 애완동물을 판매할 때,  분양업자의 성명과 주소, 애완동물의 출생일과 판매업자가 입수한 날, 혈통, 성, 색상과 판매당시의 특징사항, 면역 및 기생충 접종기록, 수의사의 치료기록 및 약물투여기록 등, 판매당시의 건강상태, 구입 시 구입금액과 구입날짜가  기재된 계약서를 소비자에게 제공하여야 함.)"
,3) 공연내용이 계약과 다른 경우(중요 출연자 교체  예정 공연시간 1/2이하 공연 등),"입장료 환급 및 입장료의 10% 배상입니다.(관람권을 할인 판매한 경우에는 거래가격을 기준으로 하되, 이는 사업자가 입증함.)"
각종공연관람,3) 공연내용이 계약과 다른 경우(중요 출연자 교체  예정 공연시간 1/2이하 공연 등),"입장료 환급 및 입장료의 10% 배상입니다.(관람권을 할인 판매한 경우에는 거래가격을 기준으로 하되, 이는 사업자가 입증함.)"
,3) 교환된 제품이 성능/기능상의 중요한 하자가 발생하여 교환 후 2개월 이내에 문제 제기,구입가 환급입니다. 
,3) 구입자 철회권 행사기간 이내에 서면계약해제요구에 대한 부당한 위약금 요구,"위약금 없이 계약해제 입니다.(기수수 상품(용역)의 동시 반환, 상품반환비용 사업자 부담, 계약해제 시 이행 부분만을 기준으로 손료산정 공제한 후 환급함.구독료는 실거래 구독료를 기준으로 함.)"
유아용교재,3) 구입자 철회권 행사기간 이내에 서면계약해제요구에 대한 부당한 위약금 요구,"위약금 없이 계약해제 입니다.(기수수 상품(용역)의 동시 반환, 상품반환비용 사업자 부담, 계약해제 시 이행 부분만을 기준으로 손료산정 공제한 후 환급함.구독료는 실거래 구독료를 기준으로 함.)"
학습지,3) 구입자 철회권 행사기간 이내에 서면계약해제요구에 대한 부당한 위약금 요구,"위약금 없이 계약해제 입니다.(기수수 상품(용역)의 동시 반환, 상품반환비용 사업자 부담, 계약해제 시 이행 부분만을 기준으로 손료산정 공제한 후 환급함.구독료는 실거래 구독료를 기준으로 함.)"
,3) 대여기간 중 계약해지로 인한 피해,"소비자의 귀책사유로 인한 중도 해지 시 잔여기간 대여요금의 10% 공제 후 환급, 사업자의 귀책사유로 인한 중도 해지 시 잔여기간 대여요금의 10% 가산 후 환급 합니다. 천재지변에 의한 사용불능 시 잔여기간 대여요금 환급 합니다."
자동차대여(렌트),3) 대여기간 중 계약해지로 인한 피해,"소비자의 귀책사유로 인한 중도 해지 시 잔여기간 대여요금의 10% 공제 후 환급, 사업자의 귀책사유로 인한 중도 해지 시 잔여기간 대여요금의 10% 가산 후 환급 합니다. 천재지변에 의한 사용불능 시 잔여기간 대여요금 환급 합니다."
,3) 도금 또는 입힘상태 불량,무상수리 또는 제품교환 입니다.
,3) 도금 또는 입힘상태 불량,구입일로부터 6개월 이내 무상수리 또는 제품교환 입니다.
보석·귀금속,3) 도금 또는 입힘상태 불량,무상수리 또는 제품교환 입니다.
,3) 명의도용에 따른 신용카드 부정발급  카드의 위/변조에 의해 제3자가 부정사용한 경우,"명의인의 카드대금 채무무효 입니다. (단, 소비자의 고의 또는 중대한 과실이 있는 경우는 보상하지 않음.)"
신용카드,3) 명의도용에 따른 신용카드 부정발급  카드의 위/변조에 의해 제3자가 부정사용한 경우,"명의인의 카드대금 채무무효 입니다. (단, 소비자의 고의 또는 중대한 과실이 있는 경우는 보상하지 않음.)"
,3) 발행자 등이 판매하는 물품 등을 제공받기 위해 상품권을 제시하였으나 특별한 사유없이 제공을 거부하거나 할인매장 또는 할인기간 중이라는 이유 등으로 제공을 거부하는 경우,"당해 물품 등의 제공의무를 이행하거나 제시한 상품권의 구매를 위해 소비자가 지급한 금원을 전액 환급 입니다.(다만, 발행자가 미리 상품권에 표시한 경우 특정매장 또는 물품 등에 대하여 상품권 사용 제한가능)"
